SetID,Number,Variant,Theme,SubTheme,Year,SetName,Minifigs,Pieces,UKPrice,USPrice,CAPrice,Image,ImageFilename,InstructionsAvailable,EAN,UPC
3524,"6670","1","Town","Vehicles","1993","Rescue Rig",1,114,,9.25,,"True","6670-1","False","",""
3525,"6671","1","Town","Maintenance","1989","Utility Repair Lift",1,106,,8,,"True","6671-1","False","",""
3526,"6672","1","Town","Vehicles","1990","Safari Off-Road Vehicle",2,67,,,,"True","6672-1","False","",""
3527,"6673","1","Town","Flight","1990","Solo Trainer",1,74,,8,,"True","6673-1","False","",""
3528,"6674","1","Town","Vehicles","1988","Crane Truck",1,94,,,,"True","6674-1","False","",""
3529,"6675","1","Town","Vehicles","1988","Road & Trail 4 x 4",1,81,,,,"True","6675-1","False","",""
3530,"6676","1","Town","Police","1986","Mobile Command Unit",2,100,,,,"True","6676-1","False","",""
3531,"6677","1","Town","Racing","1986","Motocross Racing",1,72,,,,"True","6677-1","False","",""
3532,"6678","1","Town","Construction","1980","Pneumatic Crane",1,60,,,,"True","6678-1","False","",""
3534,"6679","1","Town","Boats","1991","Dark Shark",2,83,,,,"True","6679-1","False","5702010966790","042884066796"
3533,"6679","2","Town","Vehicles","1980","Exxon Tow Truck",1,79,,,,"True","6679-2","False","",""
3535,"6680","1","Town","Medical","1981","Ambulance",2,63,,,,"True","6680-1","False","",""
3536,"6681","1","Town","Police","1981","Police Van",1,82,,,,"True","6681-1","False","",""
3537,"6682","1","Town","Construction","1985","Cement Mixer",1,90,,,,"True","6682-1","False","",""
3538,"6683","1","Town","Shops and Services","1983","Hamburger Stand",2,69,,,,"True","6683-1","False","",""
3539,"6684","1","Town","Police","1984","Police Patrol Squad",2,77,,6.5,,"True","6684-1","False","",""
3540,"6685","1","Town","Fire","1982","Fire Copter 1",1,99,,,,"True","6685-1","False","",""
3541,"6686","1","Town","Construction","1984","Backhoe",1,88,,,,"True","6686-1","False","",""
3542,"6687","1","Town","Flight","1987","Turbo Prop I",2,78,,,,"True","6687-1","False","",""
3543,"6688","1","Town","Medical","1985","Ambulance",2,72,,6.6,,"True","6688-1","False","5702010966882",""
3544,"6689","1","Town","Postal","1985","Post-Station",2,53,,,,"True","6689-1","False","",""
3545,"6690","1","Town","Fire","1980","Snorkel Pumper",2,91,,,,"True","6690-1","False","",""
3546,"6691","1","Town","Medical","1981","Red Cross Helicopter",2,107,,,,"True","6691-1","False","",""
3547,"6692","1","Town","Vehicles","1983","Tractor Trailer",1,96,,,,"True","6692-1","False","",""
3548,"6693","1","Town","Maintenance","1987","Refuse Collection Truck",2,115,,,,"True","6693-1","False","",""
3549,"6694","1","Town","Leisure","1984","Car with Camper",2,109,,,,"True","6694-1","False","",""
3550,"6695","1","Town","Vehicles","1984","Tanker Truck",1,106,,,,"True","6695-1","False","",""
3551,"6696","1","Town","Vehicles","1984","Fuel Tanker",1,106,,,,"True","6696-1","False","",""
3552,"6697","1","Town","Emergency","1985","Rescue-I Helicopter",2,82,,,,"True","6697-1","False","",""
3553,"6698","1","Town","Leisure","1986","RV with Speedboat",1,129,,,,"True","6698-1","False","",""
3554,"6699","1","Town","Shops and Services","1987","Cycle Fix-It Shop",2,71,,,,"True","6699-1","False","",""
3556,"6701","1","Space","Classic","1983","Minifig Pack",6,36,,,,"True","6701-1","False","",""
3557,"6702","1","Space","Classic","1986","Minifig Pack",6,56,,5,,"True","6702-1","False","",""
3558,"6703","1","Space","Miscellaneous","1988","Minifig Pack",6,42,,,,"True","6703-1","False","",""
3559,"6704","1","Space","Miscellaneous","1991","Minifig Pack",6,44,,,,"True","6704-1","False","","042884067045"
3560,"6705","1","Space","Miscellaneous","1994","Space Explorers",5,39,,6,,"True","6705-1","False","","042884067052"
3561,"6706","1","Western","Cowboys","1997","Frontier Patrol",3,30,,6,,"True","6706-1","False","5702010967063",""
3562,"6707","1","Town","Race","2000","Green Buggy",1,23,,,,"True","6707-1","True","",""
3563,"6709","1","Western","Indians","1997","Tribal Chief",1,16,,4,,"True","6709-1","False","5702010967094",""
3565,"6710","1","Space","Blacktron 2","1991","Space Landing Pads",,2,,,,"True","6710-1","False","","042884067106"
3566,"6711","1","Space","Classic","1983","Minifig Pack",4,24,,4.5,,"True","6711-1","False","",""
3567,"6712","1","Western","Cowboys","1996","Sheriff's Showdown",2,28,,4,,"True","6712-1","True","","042884067120"
3568,"6713","1","Town","Race","2000","Grip 'n' Go Challenge",3,291,,30,,"True","6713-1","True","",""
3569,"6714","1","Town","Race","2000","Speed Dragster",1,80,,15,,"True","6714-1","True","",""
3570,"6716","1","Western","Cowboys","1996","Covered Wagon",1,64,,8,,"True","6716-1","True","5702010967162",""
3571,"6718","1","Western","Indians","1997","Raindance Ridge",2,74,,8,,"True","6718-1","True","",""
3572,"6719","1","Dinosaurs","","2001","Brachiosaurus",,25,7.99,10,,"True","6719-1","True","",""
3574,"6720","1","Dinosaurs","","2001","Tyrannosaurus Rex",,23,7.99,10,,"True","6720-1","True","",""
3575,"6721","1","Dinosaurs","","2001","Mosasaurus",,26,7.99,10,,"True","6721-1","True","",""
3576,"6722","1","Dinosaurs","","2001","Styracosaurus",,19,7.99,10,,"True","6722-1","True","",""
3578,"6731","1","Island Xtreme Stunts","","2002","Skateboarding Pepper",1,11,1.99,4,,"True","6731-1","True","",""
3579,"6732","1","Island Xtreme Stunts","","2002","Brickster's Trike",1,12,1.99,4,,"True","6732-1","True","",""
3580,"6733","1","Island Xtreme Stunts","","2002","Snap's Cruiser",1,19,1.99,4,,"True","6733-1","True","",""
3581,"6734","1","Island Xtreme Stunts","","2002","Beach Cruisers",2,53,4.99,7,,"True","6734-1","True","",""
3582,"6735","1","Island Xtreme Stunts","","2002","Air Chase",2,85,7.99,10,,"True","6735-1","True","",""
3583,"6736","1","Island Xtreme Stunts","","2002","Beach Lookout",2,87,9.99,13,,"True","6736-1","True","",""
3584,"6737","1","Island Xtreme Stunts","","2002","Wake Rider",2,93,9.99,13,,"True","6737-1","True","",""
3585,"6738","1","Island Xtreme Stunts","","2002","Skateboard Challenge",3,108,14.99,20,,"True","6738-1","True","","673419012584"
3586,"6739","1","Island Xtreme Stunts","","2002","Truck & Stunt Trikes",3,199,24.99,30,,"True","6739-1","True","",""
3588,"6740","1","Island Xtreme Stunts","","2002","Xtreme Tower",6,330,39.99,50,,"True","6740-1","True","",""
6744,"6741","1","Creator","","2009","Mini Jet",,63,4.99,5.99,6.99,"True","6741-1","True","5702014532793","673419111348"
6745,"6742","1","Creator","","2009","Mini Off-Roader",,64,4.99,5.99,6.99,"True","6742-1","True","5702014532946","673419111492"
6746,"6743","1","Creator","","2009","Street Speeder",,165,9.99,12.99,17.99,"True","6743-1","True","5702014532953","673419111508"
6747,"6745","1","Creator","","2009","Propeller Power",,247,18.99,19.99,24.99,"True","6745-1","True","","673419111515"
3589,"6746","1","Western","Indians","1997","Chief's Tepee",3,134,,20,,"True","6746-1","True","",""
6748,"6747","1","Creator","","2009","Race Rider",,266,15.99,19.99,26.99,"True","6747-1","True","","673419111522"
3590,"6748","1","Western","Indians","1997","Boulder Cliff Canyon",6,256,,40,,"True","6748-1","True","",""
3592,"6750","1","Space","Classic","1986","Sonic Robot",2,103,,,,"True","6750-1","False","",""
6979,"6751","1","Creator","","2009","Fiery Legend",,479,34.99,39.99,49.99,"True","6751-1","True","5702014532984","673419111539"
6980,"6752","1","Creator","","2009","Fire Rescue",,771,44.99,59.99,79.99,"True","6752-1","True","5702014533028","673419111577"
6981,"6753","1","Creator","","2009","Highway Transport",,1294,69.99,89.99,119.99,"True","6753-1","True","","673419111591"
6982,"6754","1","Creator","","2009","Family Home",,976,59.99,59.99,79.99,"True","6754-1","True","5702014533073","673419111621"
3593,"6755","1","Western","Cowboys","1996","Sheriff's Lock-Up",4,176,,25,,"True","6755-1","True","",""
9231,"6758","1","Duplo","","2012","Grow Caterpillar Grow!",,17,9.99,12.99,15.99,"True","6758-1","False","5702014840317","673419167505"
9230,"6759","1","Duplo","","2012","Busy Farm",,15,9.99,12.99,15.99,"True","6759-1","False","5702014840331","673419167512"
9229,"6760","1","Duplo","","2012","Let's Go! Wroom!",,12,9.99,12.99,15.99,"True","6760-1","False","5702014840355","673419167529"
3594,"6761","1","Western","Cowboys","1996","Bandit's Secret Hide-Out",5,250,,40,,"True","6761-1","True","",""
3595,"6762","1","Western","Cowboys","2002","Fort Legoredo",10,673,,100,,"True","6762-1","True","5702012019067",""
3596,"6763","1","Western","Indians","2002","Rapid River Village",7,343,,70,,"True","6763-1","True","",""
3597,"6764","1","Western","Cowboys","2002","Sheriff's Lock-Up",4,171,,30,,"True","6764-1","True","",""
3598,"6765","1","Western","Cowboys","1996","Gold City Junction",6,350,,50,,"True","6765-1","True","",""
3599,"6766","1","Western","Indians","1997","Rapid River Village",7,353,,60,,"True","6766-1","True","",""
3600,"6769","1","Western","Cowboys","1996","Fort Legoredo",10,687,,85,,"True","6769-1","True","5702010967698","042884067694"
3602,"6770","1","Space","Futuron","1988","Lunar Transporter Patroller",1,117,,,,"True","6770-1","False","",""
3603,"6771","1","Alpha Team","","2001","Ogel Command Striker",1,29,2.99,4,,"True","6771-1","True","",""
3604,"6772","1","Alpha Team","","2001","Alpha Team Cruiser",1,57,4.99,7,,"True","6772-1","True","","042884067724"
3605,"6773","1","Alpha Team","","2001","Alpha Team Helicopter",1,79,7.99,10,,"True","6773-1","True","",""
3606,"6774","1","Alpha Team","","2001","Alpha Team ATV",2,134,14.99,20,,"True","6774-1","True","",""
3607,"6775","1","Alpha Team","","2001","Alpha Team Bomb Squad",3,190,24.99,35,,"True","6775-1","True","",""
3608,"6776","1","Alpha Team","","2001","Ogel Control Center",3,422,,50,,"True","6776-1","True","","042884067762"
3609,"6780","1","Space","Classic","1986","XT Starship",1,201,,,,"True","6780-1","False","",""
3610,"6781","1","Space","Space Police","1989","SP-Striker",2,230,,28,,"True","6781-1","False","",""
3611,"6783","1","Space","Classic","1988","Sonar Transmitting Cruiser",3,363,,50,,"True","6783-1","False","",""
9003,"6784","1","Duplo","","2012","Creative Sorter",,23,17.99,14.99,19.99,"True","6784-1","False","5702014840379","673419167536"
9004,"6785","1","Duplo","","2012","Creative Cakes",,55,19.99,24.99,29.99,"True","6785-1","True","5702014840386","673419167543"
3612,"6790","1","Western","Cowboys","1997","Bandit with Gun",1,21,,2,,"True","6790-1","True","",""
3613,"6791","1","Western","Cowboys","1997","Bandit's Wheelgun",1,21,,2,,"True","6791-1","False","",""
3614,"6799","1","Western","Cowboys","1997","Showdown Canyon",4,75,,10,,"True","6799-1","True","",""
3615,"6800","1","Space","UFO","1997","Cyber Blaster",1,20,,,,"True","6800-1","True","",""
3616,"6801","1","Space","Classic","1981","Moon Buggy",1,22,,,,"True","6801-1","False","",""
3617,"6802","1","Space","Classic","1986","Space Probe",2,31,,,,"True","6802-1","False","",""
3618,"6803","1","Space","Classic","1983","Space Patrol",1,25,,,,"True","6803-1","False","",""
3619,"6804","1","Space","Classic","1984","Surface Rover",1,21,,,,"True","6804-1","False","",""
3620,"6805","1","Space","Classic","1985","Astro Dasher",1,29,,,,"True","6805-1","False","",""
3621,"6806","1","Space","Classic","1985","Surface Hopper",1,23,,,,"True","6806-1","False","",""
3622,"6807","1","Space","Classic","1985","(Unnamed)",2,29,,,,"True","6807-1","False","",""
3623,"6808","1","Space","Classic","1987","Galaxy Trekkor",1,29,,,,"True","6808-1","False","",""
3624,"6809","1","Space","Classic","1987","XT-5 and Droid",2,52,,,,"True","6809-1","False","",""
3625,"6810","1","Space","Futuron","1989","Laser Ranger",1,41,,2,,"True","6810-1","False","",""
3626,"6811","1","Space","M-Tron","1990","Pulsar Charger",1,26,,3,,"True","6811-1","False","",""
3627,"6812","1","Space","Blacktron 2","1991","Grid Trekkor",1,25,,,,"True","6812-1","False","",""
3628,"6813","1","Space","Space Police 2","1993","Galactic Chief",1,24,,3,,"True","6813-1","False","",""
3629,"6814","1","Space","Ice Planet 2002","1993","Ice Tunnelator",1,25,,3,,"True","6814-1","False","",""
3630,"6815","1","Space","Exploriens","1996","Hovertron",1,29,,3,,"True","6815-1","True","",""
3631,"6816","1","Space","UFO","1997","Cyber Blaster",1,20,,2,,"True","6816-1","False","",""
3632,"6817","1","Space","Insectoids","1998","Beta Buzzer",1,33,,4,,"True","6817-1","True","",""
3633,"6818","1","Space","UFO","1997","Cyborg Scout",1,36,,3,,"True","6818-1","True","",""
3634,"6820","1","Space","Classic","1986","Starfire I",1,34,,,,"True","6820-1","False","",""
3635,"6821","1","Space","Classic","1980","Shovel Buggy",1,28,,,,"True","6821-1","False","",""
3636,"6822","1","Space","Classic","1981","Space Digger",1,33,,,,"True","6822-1","False","",""
3637,"6823","1","Space","Classic","1983","Surface Transport",1,27,,,,"True","6823-1","False","",""
3638,"6824","1","Space","Classic","1984","Space Dart I",1,48,,,,"True","6824-1","False","",""
3639,"6825","1","Space","Classic","1985","Cosmic Comet",1,40,,,,"True","6825-1","False","",""
3640,"6826","1","Space","Classic","1985","Crater Crawler",1,32,,,,"True","6826-1","False","",""
3641,"6827","1","Space","Classic","1987","Strata Scooter",1,35,,,,"True","6827-1","False","",""
3642,"6828","1","Space","Futuron","1988","Twin-Winged Spoiler",1,57,,,,"True","6828-1","False","",""
3643,"6829","1","Space","UFO","1997","Radon Rover",1,53,,6,,"True","6829-1","True","",""
3644,"6830","1","Space","Futuron","1988","Space Patroller",1,51,,,,"True","6830-1","False","",""
3645,"6831","1","Space","Space Police","1989","Message Decoder",1,34,,3,,"True","6831-1","False","",""
3646,"6832","1","Space","Blacktron 2","1991","Super Nova II",1,42,,,,"True","6832-1","False","",""
3647,"6833","1","Space","M-Tron","1990","Beacon Tracer",1,40,,3,,"True","6833-1","False","",""
3648,"6834","1","Space","Ice Planet 2002","1993","Celestial Sled",1,55,,4,,"True","6834-1","False","",""
3649,"6835","1","Space","Spyrius","1994","Saucer Scout",1,47,,4,,"True","6835-1","False","","042884068356"
3650,"6836","1","Space","UFO","1997","V-Wing Fighter",1,40,,4,,"True","6836-1","True","",""
3651,"6837","1","Space","Insectoids","1998","Cosmic Creeper",1,58,,8,,"True","6837-1","True","",""
3652,"6841","1","Space","Classic","1980","Mineral Detector",1,44,,,,"True","6841-1","False","",""
3653,"6842","1","Space","Classic","1981","Small Space Shuttle Craft",1,46,,,,"True","6842-1","False","",""
3654,"6844","1","Space","Classic","1983","Sismobile",1,46,,,,"True","6844-1","False","",""
3655,"6845","1","Space","Classic","1986","Cosmic Charger",1,51,,,,"True","6845-1","False","",""
3656,"6846","1","Space","Classic","1984","Tri-Star Voyager",1,69,,4.45,,"True","6846-1","False","","042884068462"
3657,"6847","1","Space","Classic","1985","Space Dozer",1,49,,,,"True","6847-1","False","",""
3658,"6848","2","Space","Classic","1985","Inter-Planetary Shuttle",1,62,,,,"True","6848-2","False","",""
3659,"6848","3","Space","Futuron","1988","Strategic Pursuer",,54,,,,"True","6848-3","False","",""
3660,"6849","1","Space","Classic","1987","Satellite Patroller",1,46,,,,"True","6849-1","False","",""
3661,"6850","1","Space","Futuron","1989","Auxiliary Patroller",1,46,,,,"True","6850-1","False","","042884068509"
3662,"6851","1","Space","Blacktron 2","1991","Tri-Wheeled Tyrax",1,39,,,,"True","6851-1","False","",""
3663,"6852","1","Space","Space Police 2","1993","Sonar Security",1,61,,6,,"True","6852-1","False","",""
3664,"6854","1","Space","Exploriens","1996","Alien Fossilizer",1,53,,6,,"True","6854-1","True","",""
3665,"6856","1","Space","Exploriens","1996","Planetary Decoder",1,80,,8,,"True","6856-1","True","",""
9142,"6857","1","Super Heroes","DC Universe","2012","The Dynamic Duo Funhouse Escape",5,380,39.99,39.99,49.99,"True","6857-1","True","5702014836846",""
8977,"6858","1","Super Heroes","DC Universe","2012","Catwoman Catcycle City Chase",2,89,11.99,12.99,15.99,"True","6858-1","True","5702014842298","673419168335"
8980,"6860","1","Super Heroes","DC Universe","2012","The Batcave",5,690,69.99,69.99,89.99,"True","6860-1","True","5702014842304","673419168342"
3666,"6861","1","Space","Classic","1980","X1 Patrol Craft",1,55,,4,,"True","6861-1","False","",""
3667,"6861","2","Space","Blacktron 2","1993","Super Model Building Instruction",,1,,,,"True","6861-2","False","",""
3668,"6862","1","Space","M-Tron","1991","Secret Space Voyager",3,254,,,,"True","6862-1","True","",""
8986,"6862","2","Super Heroes","DC Universe","2012","Superman Vs Power Armor Lex",3,207,19.99,19.99,24.99,"True","6862-2","True","5702014842335","673419168366"
8978,"6863","1","Super Heroes","DC Universe","2012","Batwing Battle Over Gotham City",3,278,34.99,34.99,44.99,"True","6863-1","True","5702014842366","673419168403"
8979,"6864","1","Super Heroes","DC Universe","2012","The Batmobile and the Two-Face Chase",5,531,49.99,49.99,64.99,"True","6864-1","True","5702014842380","673419168427"
8981,"6865","1","Super Heroes","Marvel Universe","2012","Captain America's Avenging Cycle",3,72,11.99,12.99,15.99,"True","6865-1","True","5702014842397","673419168434"
8982,"6866","1","Super Heroes","Marvel Universe","2012","Wolverine's Chopper Showdown",3,199,19.99,19.99,24.99,"True","6866-1","True","5702014842403","673419168441"
8983,"6867","1","Super Heroes","Marvel Universe","2012","Loki's Cosmic Cube Escape",3,181,19.99,19.99,24.99,"True","6867-1","True","","673419168458"
8984,"6868","1","Super Heroes","Marvel Universe","2012","Hulk's Helicarrier Breakout",4,389,49.99,49.99,64.99,"True","6868-1","True","5702014842427","673419168465"
8985,"6869","1","Super Heroes","Marvel Universe","2012","Quinjet Aerial Battle",5,735,69.99,69.99,89.99,"True","6869-1","True","5702014842434","673419168472"
3669,"6870","1","Space","Classic","1981","Space Probe Launcher",1,60,,,,"True","6870-1","False","",""
3670,"6871","1","Space","Classic","1984","Star Patrol Launcher",2,70,,,,"True","6871-1","False","","042884068714"
3671,"6872","1","Space","Classic","1985","Xenon X-Craft",2,86,,,,"True","6872-1","False","",""
9225,"6873","1","Super Heroes","Marvel Universe","2012","Spider-Man's Doc Ock Ambush",3,295,34.99,29.99,39.99,"True","6873-1","True","5702014842694",""
3672,"6874","1","Space","Classic","1986","Moon Rover",2,66,,,,"True","6874-1","False","",""
3673,"6875","1","Space","Futuron","1988","Hovercraft",1,93,,,,"True","6875-1","False","","042884068752"
3674,"6876","1","Space","Blacktron","1988","Alienator",1,86,,,,"True","6876-1","False","",""
3675,"6877","1","Space","M-Tron","1990","Vector Detector",1,62,,,,"True","6877-1","False","","042884068776"
3676,"6878","1","Space","Blacktron 2","1991","Sub Orbital Guardian",1,69,,8,,"True","6878-1","False","","042884068783"
3677,"6879","1","Space","Ice Planet 2002","1993","Blizzard Baron",1,82,,8,,"True","6879-1","False","",""
3678,"6880","1","Space","Classic","1982","Surface Explorer",1,82,,7.5,,"True","6880-1","False","",""
3679,"6881","1","Space","Classic","1984","Lunar Rocket Launcher",1,97,,,,"True","6881-1","False","","042884068813"
3680,"6882","1","Space","Classic","1985","Walking Astro Grappler",1,92,,,,"True","6882-1","False","",""
3681,"6883","1","Space","Classic","1987","Terrestrial Rover",1,109,,,,"True","6883-1","False","","042884068837"
3682,"6884","1","Space","Futuron","1987","Aero Module",2,113,,,,"True","6884-1","False","",""
3683,"6885","1","Space","Futuron","1988","Crater Crawler",1,100,,,,"True","6885-1","False","",""
3684,"6886","1","Space","Space Police","1989","Galactic Peace Keeper",2,121,,12,,"True","6886-1","False","",""
3685,"6887","1","Space","Blacktron 2","1991","Allied Avenger",1,100,,,,"True","6887-1","False","",""
3686,"6889","1","Space","Spyrius","1994","Recon Robot",1,135,,12,,"True","6889-1","False","","042884068899"
3687,"6890","1","Space","Classic","1982","Cosmic Cruiser",1,115,,11,,"True","6890-1","False","",""
3688,"6891","1","Space","Classic","1985","Gamma V Laser Craft",2,144,,,,"True","6891-1","False","",""
3689,"6892","1","Space","Classic","1986","Modular Space Transport",2,150,,,,"True","6892-1","False","",""
3690,"6893","1","Space","Futuron","1987","Orion II Hyperspace",2,163,,,,"True","6893-1","False","",""
3691,"6894","1","Space","Blacktron","1987","Invader",2,164,,,,"True","6894-1","False","","042884068943"
3692,"6895","1","Space","Space Police","1989","Spy Trak 1",2,148,,15,,"True","6895-1","False","",""
3693,"6896","1","Space","M-Tron","1990","Celestial Forager",1,90,,,,"True","6896-1","False","","042884068967"
3694,"6897","1","Space","Space Police 2","1992","Rebel Hunter",2,140,,21,,"True","6897-1","False","",""
3695,"6898","1","Space","Ice Planet 2002","1993","Ice-Sat V",1,135,,15,,"True","6898-1","False","",""
3696,"6899","1","Space","Exploriens","1996","Nebula Outpost",2,158,,15,,"True","6899-1","True","",""
3697,"6900","1","Space","UFO","1997","Cyber Saucer",1,114,,22,,"True","6900-1","True","",""
3699,"6901","1","Space","Classic","1980","Mobile Lab",2,135,,,,"True","6901-1","False","",""
3698,"6901","2","Space","UFO","1998","Space Plane",1,20,,,,"True","6901-2","True","",""
3700,"6902","1","Space","UFO","1998","Space Plane",1,20,,2,,"True","6902-1","False","",""
3701,"6903","1","Space","Insectoids","1998","Bug Blaster",1,25,,3,,"True","6903-1","True","",""
3702,"6905","1","Space","Insectoids","1998","Bi-Wing Blaster",2,114,,15,,"True","6905-1","False","",""
3703,"6907","1","Space","Insectoids","1998","Sonic Stinger",1,96,,22,,"True","6907-1","True","",""
3704,"6909","1","Space","Insectoids","1998","Sonic Stinger (Promotional Pack)",1,96,,20,,"True","6909-1","False","","042884069094"
8913,"6910","1","Creator","","2012","Mini Sports Car",,70,4.99,5.99,8.99,"True","6910-1","True","5702014829398","673419165181"
8914,"6911","1","Creator","","2012","Mini Fire Truck",,69,4.99,5.99,8.99,"True","6911-1","True","5702014829404","673419165198"
8912,"6912","1","Creator","","2012","Super Soarer",,130,9.99,14.99,17.99,"True","6912-1","True","5702014838260","673419167161"
8911,"6913","1","Creator","","2012","Blue Roadster",,152,9.99,14.99,17.99,"True","6913-1","True","5702014838154","673419167154"
8910,"6914","1","Creator","","2012","T-Rex",,191,12.99,17.99,19.99,"True","6914-1","True","5702014838406","673419167185"
3705,"6915","1","Space","UFO","1997","Warp Wing Fighter",2,236,,30,,"True","6915-1","True","",""
8571,"6918","1","Castle","Kingdoms","2011","Blacksmith Attack",2,104,9.49,9.99,12.99,"True","6918-1","True","","673419145060"
3706,"6919","1","Space","Insectoids","1998","Planetary Prowler",2,250,,35,,"True","6919-1","True","",""
3707,"6921","1","Space","Futuron","1988","Monorail Accessory Track",,46,,34.95,,"True","6921-1","False","","042884069216"
3708,"6923","1","Space","M-Tron","1990","Particle Ioniser",2,203,,24,,"True","6923-1","False","",""
3709,"6925","1","Space","Futuron","1988","Interplanetary Rover",4,217,,,,"True","6925-1","False","",""
3710,"6926","1","Space","Classic","1986","Mobile Recovery Vehicle",2,150,,,,"True","6926-1","False","",""
3711,"6927","1","Space","Classic","1981","All-Terrain Vehicle",2,170,,14.5,,"True","6927-1","False","",""
3712,"6928","1","Space","Classic","1984","Uranium Search Vehicle",2,199,,,,"True","6928-1","False","",""
3713,"6929","1","Space","Classic","1981","Star Fleet Voyager",1,242,,15,,"True","6929-1","False","",""
3714,"6930","1","Space","Classic","1983","Space Supply Station",4,206,,,,"True","6930-1","False","",""
3715,"6931","1","Space","Classic","1985","FX Star Patroller",2,239,,,,"True","6931-1","False","","042884069315"
3716,"6932","1","Space","Futuron","1987","Stardefender 200",2,251,,,,"True","6932-1","False","","042884069322"
3717,"6933","1","Space","Blacktron 2","1991","Spectral Starguider",2,208,,25,,"True","6933-1","False","",""
5885,"6934","1","Bionicle","","2006","Good Guy",,16,,,,"True","6934-1","True","",""
5886,"6935","1","Bionicle","","2006","Bad Guy",,16,,,,"True","6935-1","True","",""
6548,"6936","1","Bionicle","Playsets","2006","Piraka & Catapult",1,20,,,,"True","6936-1","True","",""
6575,"6937","1","Bionicle","Playsets","2006","Give Away",2,17,,,,"True","6937-1","True","",""
3718,"6938","1","Space","Exploriens","1996","Scorpion Detector",2,196,,24,,"True","6938-1","True","5702010969388",""
3719,"6939","1","Space","Spyrius","1994","Saucer Centurion",2,222,,27,,"True","6939-1","True","",""
3720,"6940","1","Space","Classic","1986","Alien Moon Stalker",2,263,,,,"True","6940-1","False","",""
3721,"6941","1","Space","Blacktron","1987","Battrax",1,284,,,,"True","6941-1","False","",""
3722,"6942","1","Space","Insectoids","1999","Zo Weevil",1,20,,,,"True","6942-1","True","",""
3723,"6943","1","Space","Insectoids","1999","Speed Sled",1,20,,,,"True","6943-1","True","",""
6576,"6944","1","Bionicle","","2007","Good Guy 07",,20,,,,"True","6944-1","True","",""
5870,"6945","1","Bionicle","","2007","Bad Guy 07",,25,,,,"True","6945-1","True","",""
5871,"6946","1","Bionicle","","2007","Squid Launcher Function",,22,,,,"True","6946-1","True","",""
3724,"6949","1","Space","Spyrius","1994","Robo-Guardian",3,369,,36,,"True","6949-1","True","",""
3725,"6950","1","Space","Classic","1982","Mobile Rocket Transport",2,209,,,,"True","6950-1","False","",""
3726,"6951","1","Space","Classic","1984","Robot Command Center",3,295,,,,"True","6951-1","False","",""
3727,"6952","1","Space","Classic","1985","Solar Power Transporter",5,317,,36.5,,"True","6952-1","False","","042884069520"
3728,"6953","1","Space","Futuron","1987","Cosmic Laser Launcher",3,208,,30,,"True","6953-1","False","","042884069537"
3729,"6954","1","Space","Blacktron","1987","Renegade",2,313,,30,,"True","6954-1","False","",""
3730,"6955","1","Space","Space Police","1989","Space Lock-Up Isolation Base",3,253,,26,,"True","6955-1","False","",""
3731,"6956","1","Space","M-Tron","1990","Stellar Recon Voyager",2,233,,36,,"True","6956-1","False","",""
3732,"6957","1","Space","Space Police 2","1992","Solar Snooper",3,255,,36,,"True","6957-1","False","","042884069575"
3733,"6958","1","Space","Exploriens","1996","Android Base",3,267,,40,,"True","6958-1","True","","042884069582"
3734,"6959","1","Space","Spyrius","1994","Lunar Launch Site",3,287,,36,,"True","6959-1","True","",""
3735,"6963","1","Star Wars","Mini Building Set","2004","X-wing Fighter",,41,,,,"True","6963-1","True","",""
3736,"6964","1","Star Wars","Mini Building Set","2004","Boba Fett's Slave I",,25,,,,"True","6964-1","True","4901550158509",""
3737,"6965","1","Star Wars","Mini Building Set","2004","TIE Interceptor",,32,,5,,"True","6965-1","True","",""
4809,"6966","1","Star Wars","Mini Building Set","2005","Jedi Starfighter",,38,,,,"True","6966-1","True","",""
4810,"6967","1","Star Wars","Mini Building Set","2005","ARC  Fighter",,42,,,,"True","6967-1","True","",""
6574,"6968","1","Star Wars","Mini Building Set","2005","Wookiee Attack",,48,,,,"True","6968-1","True","",""
3738,"6969","1","Space","Insectoids","1998","Celestial Stinger",3,256,,50,,"True","6969-1","True","",""
3740,"6970","1","Space","Classic","1980","Beta I Command Base",4,264,,37,,"True","6970-1","False","",""
3741,"6971","1","Space","Classic","1984","Inter-Galactic Command Base",3,328,,,,"True","6971-1","False","","042884069711"
3742,"6972","1","Space","Classic","1987","Polaris I Space Lab",3,390,,,,"True","6972-1","False","",""
3743,"6973","1","Space","Ice Planet 2002","1993","Deep Freeze Defender",3,417,,45,,"True","6973-1","False","","042884069735"
3744,"6975","1","Space","UFO","1997","Alien Avenger",4,369,,60,,"True","6975-1","True","",""
3745,"6977","1","Space","Insectoids","1998","Arachnoid Star Base",4,437,,80,,"True","6977-1","True","",""
3746,"6979","1","Space","UFO","1997","Interstellar Starfighter",3,292,,80,,"True","6979-1","True","",""
3748,"6980","1","Space","Classic","1983","Galaxy Commander",5,443,,,,"True","6980-1","False","",""
3749,"6981","1","Space","Blacktron 2","1991","Aerial Intruder",2,267,,,,"True","6981-1","False","","042884069810"
3750,"6982","1","Space","Exploriens","1996","Explorien Starship",4,662,,80,,"True","6982-1","True","","042884069827"
